Rank,Product,Team,Year,Product_Category,Sales_Engineer,BKS_Sales,KWG_Sales,TNG_Sales,BGR_Sales,Total_Sales
10158,Jikkyou Powerful Pro Baseball 2016,TMSales6,2016.0,Air Cylinders,Rizal,0.0,0.0,0.11,0.0,0.11
10159,The History Channel: Battle for the Pacific,TMSales1,2007.0,Rotary Actuators,Febby,0.1,0.0,0.0,0.01,0.11
10160,18 Wheels of Steel: Extreme Trucker 2,TMSales15,2011.0,Switches/Sensors,Rondomedia,0.08,0.02,0.0,0.01,0.11
10161,Happy Feet Two,TMSales10,2011.0,Directional Control Valves,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11
10162,Army Men: RTS,TMSales7,2002.0,Accessories,3DO,0.05,0.04,0.0,0.01,0.11
10163,Mobile Suit Gundam: MS Sensen 0079,TMSales1,2007.0,Flow Control,Yaqub,0.0,0.0,0.11,0.0,0.11
10164,Pinball Hall of Fame: The Williams Collection,TMSales17,2008.0,Vacuum Equipment,System 3 Arcade Software,0.09,0.01,0.0,0.01,0.11
10165,Space Chimps,TMSales5,2008.0,Electric Actuators,Brash Entertainment,0.1,0.0,0.0,0.01,0.11
10166,The Spiderwick Chronicles,TMSales5,2008.0,Directional Control Valves,Vivendi Games,0.09,0.01,0.0,0.01,0.11
10167,Project CARS,TMSales15,2015.0,Switches/Sensors,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11
10168,Green Lantern: Rise of the Manhunters,TMSales4,2011.0,Directional Control Valves,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11
10169,Eragon,TMSales17,2006.0,Directional Control Valves,Vivendi Games,0.1,0.0,0.0,0.01,0.11
10170,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,TMSales6,2011.0,Lubrication,Yogi,0.0,0.0,0.11,0.0,0.11
10171,Guitar Rock Tour,TMSales4,2007.0,Vacuum Equipment,Gameloft,0.1,0.0,0.0,0.01,0.11
10172,Mortal Kombat: Deception,TMSales19,2005.0,FRL,Midway Games,0.09,0.02,0.0,0.0,0.11
10173,ESPN NHL Hockey,TMSales14,2003.0,Air Cylinders,Amin,0.08,0.02,0.0,0.0,0.11
10174,Monster Lab,TMSales7,2008.0,Fittings/Tubing,Eidos Interactive,0.05,0.04,0.0,0.01,0.11
10175,XXX,TMSales9,2002.0,Directional Control Valves,Febby,0.08,0.03,0.0,0.0,0.11
10176,Machinarium,TMSales15,2009.0,Lubrication,Daedalic,0.0,0.09,0.0,0.02,0.11
10177,The Smurfs 2,TMSales6,2013.0,Electric Actuators,Andrias,0.02,0.07,0.0,0.02,0.11
10178,Maximum Force,TMSales13,1997.0,Rotary Actuators,GT Interactive,0.06,0.04,0.0,0.01,0.11
10179,NCIS 3D,TMSales10,2011.0,Lubrication,Andrias,0.06,0.04,0.0,0.01,0.11
10180,Worms Forts: Under Siege,TMSales7,2004.0,Accessories,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11
10181,Alvin and the Chipmunks: Chipwrecked,TMSales4,2011.0,Vacuum Equipment,505 Games,0.07,0.03,0.0,0.01,0.11
10182,Totally Spies! Totally Party,TMSales1,2008.0,Vacuum Equipment,Andrias,0.09,0.01,0.0,0.01,0.11
10183,Smash Court Tennis 3,TMSales5,2007.0,Air Cylinders,Kriston,0.08,0.02,0.0,0.01,0.11
10184,ATV Quad Kings,TMSales4,2010.0,Switches/Sensors,Storm City Games,0.1,0.0,0.0,0.01,0.11
10185,Naruto Shippuden: Naruto vs. Sasuke,TMSales4,2008.0,Directional Control Valves,Takara Tomy,0.08,0.0,0.03,0.01,0.11
10186,DualPenSports,TMSales10,2011.0,Air Cylinders,Yaqub,0.05,0.05,0.0,0.01,0.11
10187,Project: Snowblind,TMSales14,2005.0,Directional Control Valves,Eidos Interactive,0.08,0.02,0.0,0.0,0.11
10188,Astro Boy: The Video Game,TMSales7,2009.0,Directional Control Valves,D3Publisher,0.05,0.04,0.0,0.01,0.11
10189,HOP,TMSales4,2011.0,Electric Actuators,505 Games,0.09,0.01,0.0,0.01,0.11
10190,Brave Story: New Traveler (US sales),TMSales17,2006.0,Fittings/Tubing,Ferdi,0.11,0.0,0.0,0.0,0.11
10191,Disney's Extreme Skate Adventure,TMSales14,2003.0,Air Cylinders,Febby,0.08,0.02,0.0,0.0,0.11
10192,Tales of Phantasia (PS1 & PSP Versions),TMSales17,2006.0,Fittings/Tubing,Yaqub,0.0,0.0,0.11,0.0,0.11
10193,Kouchuu Ouja Mushi King: Super Collection,TMSales4,2007.0,Directional Control Valves,Amin,0.0,0.0,0.11,0.0,0.11
10194,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,TMSales19,2003.0,Directional Control Valves,Yogi,0.09,0.02,0.0,0.0,0.11
10195,Pac-Man World 2,TMSales9,2005.0,Directional Control Valves,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
10196,Yoostar2,TMSales6,2011.0,Vacuum Equipment,Unknown,0.04,0.05,0.0,0.02,0.11
10197,Avatar: The Last Airbender,TMSales17,2006.0,Lubrication,Yogi,0.1,0.0,0.0,0.01,0.11
10198,Odama,TMSales19,2006.0,Vacuum Equipment,Bayu,0.07,0.02,0.02,0.0,0.11
10199,Karaoke Revolution Presents American Idol Encore,TMSales5,2008.0,Vacuum Equipment,Rizal,0.1,0.0,0.0,0.01,0.11
10200,FlatOut: Ultimate Carnage,TMSales5,2007.0,Switches/Sensors,Empire Interactive,0.07,0.03,0.0,0.01,0.11
10201,Mobile Light Force 2,TMSales7,2002.0,Rotary Actuators,Taito,0.05,0.04,0.0,0.01,0.11
10202,Naval Ops: Warship Gunner,TMSales7,2003.0,Flow Control,Tecmo Koei,0.05,0.04,0.0,0.01,0.11
10203,Soma Bringer,TMSales4,2008.0,Fittings/Tubing,Bayu,0.0,0.0,0.11,0.0,0.11
10204,"Sesame Street: Ready, Set, Grover!",TMSales1,2011.0,Vacuum Equipment,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10205,Shin Sangoku Musou 6 Special,TMSales17,2011.0,Directional Control Valves,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10206,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,TMSales5,2011.0,Directional Control Valves,Yogi,0.07,0.03,0.0,0.01,0.11
10207,Go! Sudoku (JP sales),TMSales17,2005.0,Air Preparation,Ferdi,0.0,0.0,0.11,0.0,0.11
10208,EA Replay,TMSales17,2006.0,Directional Control Valves,Amir,0.09,0.0,0.0,0.01,0.11
10209,Paws & Claws Pet Vet: Australian Adventures,TMSales4,2009.0,Flow Control,Yogi,0.1,0.0,0.0,0.01,0.11
10210,Bionicle Heroes,TMSales19,2006.0,Rotary Actuators,Eidos Interactive,0.08,0.02,0.0,0.0,0.11
10211,Trauma Center: Under the Knife 2,TMSales4,2008.0,Flow Control,Atlus,0.1,0.0,0.0,0.01,0.11
10212,Puss in Boots,TMSales4,2011.0,Directional Control Valves,Yogi,0.09,0.01,0.0,0.01,0.11
10213,Split/Second,TMSales17,2010.0,Switches/Sensors,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11
10214,The Croods: Prehistoric Party!,TMSales1,2013.0,Vacuum Equipment,D3Publisher,0.03,0.07,0.0,0.01,0.11
10215,The King of Fighters 2000/2001,TMSales7,2003.0,FRL,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11
10216,Lunacy,TMSales25,1996.0,Lubrication,Amin,0.0,0.0,0.11,0.0,0.11
10217,Batman & Robin,TMSales13,1998.0,Directional Control Valves,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10218,Snowboard Kids 2,TMSales12,1999.0,Air Cylinders,Atlus,0.09,0.02,0.0,0.0,0.11
10219,Tonic Trouble,TMSales12,1999.0,Electric Actuators,Andrias,0.09,0.02,0.0,0.0,0.11
10220,Nuclear Strike 64,TMSales12,1999.0,Flow Control,Yogi,0.09,0.02,0.0,0.0,0.11
10221,Chameleon Twist,TMSales12,1997.0,Electric Actuators,Sunsoft,0.09,0.02,0.0,0.0,0.11
10222,Top Gear Rally 2,TMSales12,1999.0,Switches/Sensors,Kemco,0.09,0.02,0.0,0.0,0.11
10223,Chopper Attack,TMSales12,1997.0,Directional Control Valves,GT Interactive,0.09,0.02,0.0,0.0,0.11
10224,Vigilante 8: 2nd Offense,TMSales12,2000.0,Switches/Sensors,Febby,0.09,0.02,0.0,0.0,0.11
10225,Fighting Force 64,TMSales12,1999.0,Directional Control Valves,Crave Entertainment,0.09,0.02,0.0,0.0,0.11
10226,Thief (2014),TMSales15,2014.0,Directional Control Valves,Square Enix,0.0,0.09,0.0,0.02,0.11
10227,Rock Band: Metal Track Pack,TMSales1,2009.0,Vacuum Equipment,MTV Games,0.1,0.0,0.0,0.01,0.11
10228,Pac-Man and the Ghostly Adventures 2,TMSales6,2014.0,Lubrication,Yaqub,0.05,0.04,0.0,0.02,0.11
10229,BlazBlue: Calamity Trigger Portable,TMSales17,2010.0,FRL,PQube,0.07,0.01,0.03,0.01,0.11
10230,Night at the Museum: Battle of the Smithsonian,TMSales5,2009.0,Directional Control Valves,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11
10231,Street Fighter Collection,TMSales25,1996.0,FRL,Capcom,0.0,0.0,0.11,0.0,0.11
10232,Ninja Assault,TMSales7,2002.0,Rotary Actuators,Yaqub,0.05,0.04,0.0,0.01,0.11
10233,Tales of Berseria,TMSales6,2016.0,Fittings/Tubing,Yaqub,0.0,0.0,0.11,0.0,0.11
10234,Samurai Warriors 4,TMSales23,2014.0,Directional Control Valves,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10235,GunGriffon Blaze,TMSales7,2000.0,Flow Control,Swing! Entertainment,0.05,0.04,0.0,0.01,0.11
10236,Higurashi no Naku Koro ni Matsuri,TMSales7,2007.0,Lubrication,Alchemist,0.0,0.0,0.11,0.0,0.11
10237,Frontier Gate,TMSales17,2011.0,Fittings/Tubing,Rizal,0.0,0.0,0.11,0.0,0.11
10238,Transformers: Devastation,TMSales6,2015.0,Directional Control Valves,Febby,0.03,0.07,0.0,0.02,0.11
10239,Top Angler: Real Bass Fishing,TMSales7,2002.0,Air Cylinders,Xicat Interactive,0.05,0.04,0.0,0.01,0.11
10240,Gabrielle's Ghostly Groove 3D,TMSales10,2011.0,Lubrication,Funbox Media,0.08,0.02,0.0,0.01,0.11
10241,Michael Phelps: Push the Limit,TMSales5,2011.0,Air Cylinders,505 Games,0.09,0.01,0.0,0.01,0.11
10242,Breakout,TMSales13,1999.0,Air Preparation,Hasbro Interactive,0.06,0.04,0.0,0.01,0.11
10243,Frogger: Helmet Chaos,TMSales17,2005.0,Electric Actuators,Rizal,0.1,0.0,0.0,0.01,0.11
10244,AKB48+Me,TMSales10,2012.0,Directional Control Valves,Unknown,0.0,0.0,0.11,0.0,0.11
10245,Touch Detective 2 1/2,TMSales4,2007.0,Lubrication,505 Games,0.09,0.0,0.01,0.01,0.11
10246,Alias,TMSales7,2004.0,Directional Control Valves,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11
10247,Planet 51,TMSales5,2009.0,Directional Control Valves,Amin,0.07,0.03,0.0,0.01,0.11
10248,Call of Juarez: The Cartel,TMSales15,2011.0,Rotary Actuators,Andrias,0.05,0.05,0.0,0.01,0.11
10249,Sakura Taisen Hanagumi Tsuushin,TMSales25,1997.0,Vacuum Equipment,Amin,0.0,0.0,0.11,0.0,0.11
10250,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,TMSales9,2004.0,Lubrication,Bayu,0.0,0.0,0.11,0.0,0.11
10251,Tornado Outbreak,TMSales1,2009.0,Directional Control Valves,Rizal,0.1,0.0,0.0,0.01,0.11
10252,Pimp My Ride,TMSales5,2006.0,Switches/Sensors,Febby,0.1,0.01,0.0,0.01,0.11
10253,Michael Jackson: The Experience,TMSales23,2011.0,Vacuum Equipment,Andrias,0.05,0.04,0.0,0.02,0.11
10254,Astro Boy: The Video Game,TMSales1,2009.0,Directional Control Valves,D3Publisher,0.1,0.0,0.0,0.01,0.11
10255,Outlaw Golf: Nine Holes of Christmas,TMSales14,2002.0,Air Cylinders,Simon & Schuster Interactive,0.08,0.02,0.0,0.0,0.11
10256,NHL Rivals 2004,TMSales14,2003.0,Air Cylinders,Agus,0.08,0.02,0.0,0.0,0.11
10257,X-Men: Next Dimension,TMSales14,2002.0,FRL,Febby,0.08,0.02,0.0,0.0,0.11
10258,Tyco RC: Assault with a Battery,TMSales13,1999.0,Switches/Sensors,Syscom,0.06,0.04,0.0,0.01,0.11
10259,Felony 11-79,TMSales13,1997.0,Switches/Sensors,ASCII Entertainment,0.06,0.04,0.0,0.01,0.11
10260,Terraria,TMSales23,2013.0,Directional Control Valves,Screenlife,0.0,0.01,0.09,0.0,0.11
10261,Classic Road,TMSales8,1993.0,Air Cylinders,Victor Interactive,0.0,0.0,0.11,0.0,0.11
10262,Bust-A-Move DS,TMSales4,2005.0,Air Preparation,505 Games,0.08,0.02,0.0,0.01,0.11
10263,Nicktoons: Unite!,TMSales4,2006.0,Lubrication,Yogi,0.1,0.0,0.0,0.01,0.11
10264,SimAnimals Africa,TMSales4,2009.0,Flow Control,Amir,0.08,0.02,0.0,0.01,0.11
10265,Death Jr.: Root of Evil,TMSales1,2008.0,Electric Actuators,Eidos Interactive,0.1,0.0,0.0,0.01,0.11
10266,One Piece: Burning Blood,TMSales23,2016.0,FRL,Yaqub,0.0,0.03,0.07,0.01,0.11
10267,Panzer Dragoon Saga,TMSales25,1997.0,Fittings/Tubing,Amin,0.0,0.0,0.11,0.0,0.11
10268,Sonic Generations,TMSales15,2011.0,Electric Actuators,Amin,0.02,0.07,0.0,0.02,0.11
10269,Mushroom Men: Rise of the Fungi,TMSales4,2008.0,Directional Control Valves,SouthPeak Games,0.1,0.0,0.0,0.01,0.11
10270,Shining Ark,TMSales17,2013.0,Fittings/Tubing,Amin,0.0,0.0,0.11,0.0,0.11
10271,The Scorpion King: Rise of the Akkadian,TMSales19,2002.0,Directional Control Valves,Universal Interactive,0.08,0.02,0.0,0.0,0.11
10272,Backyard Baseball '10,TMSales1,2009.0,Air Cylinders,Kriston,0.1,0.0,0.0,0.01,0.11
10273,Transformers: Beast Wars Transmetals,TMSales13,2000.0,FRL,BAM! Entertainment,0.06,0.04,0.0,0.01,0.11
10274,GiFTPiA,TMSales19,,Fittings/Tubing,Unknown,0.0,0.0,0.11,0.0,0.11
10275,Animal Planet: Vet Life,TMSales4,2009.0,Flow Control,Febby,0.1,0.0,0.0,0.01,0.11
10276,My Little Sister Can't Be This Cute Portable,TMSales17,2012.0,Directional Control Valves,Yaqub,0.0,0.0,0.11,0.0,0.11
10277,Silly Bandz: Play The Craze,TMSales4,2010.0,Air Preparation,Deep Silver,0.1,0.0,0.0,0.01,0.11
10278,Charlie and the Chocolate Factory,TMSales14,2005.0,Lubrication,Global Star,0.08,0.02,0.0,0.0,0.11
10279,Constantine,TMSales7,2005.0,Directional Control Valves,SCi,0.05,0.04,0.0,0.01,0.11
10280,Where the Wild Things Are,TMSales6,2009.0,Electric Actuators,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11
10281,Dynasty Tactics 2,TMSales7,2003.0,Accessories,Tecmo Koei,0.05,0.04,0.0,0.01,0.11
10282,Real World Golf,TMSales7,2005.0,Air Cylinders,Valcon Games,0.05,0.04,0.0,0.01,0.11
10283,Winter Heat,TMSales25,1996.0,Air Cylinders,Amin,0.0,0.0,0.11,0.0,0.11
10284,Ty the Tasmanian Tiger 2: Bush Rescue,TMSales14,2004.0,Electric Actuators,Amir,0.08,0.02,0.0,0.0,0.11
10285,Digimon Story: Cyber Sleuth,TMSales11,2016.0,Fittings/Tubing,Yaqub,0.0,0.09,0.0,0.02,0.11
10286,JU-ON: The Grudge,TMSales1,2009.0,Directional Control Valves,Rising Star Games,0.08,0.01,0.01,0.01,0.11
10287,Defender,TMSales19,2002.0,Vacuum Equipment,Midway Games,0.08,0.02,0.0,0.0,0.11
10288,Deca Sports DS,TMSales4,2009.0,Air Cylinders,Hudson Soft,0.08,0.02,0.0,0.01,0.11
10289,The Polar Express,TMSales19,2004.0,Lubrication,Yogi,0.08,0.02,0.0,0.0,0.11
10290,BMX XXX,TMSales14,2002.0,Air Cylinders,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11
10291,ATV: Quad Frenzy,TMSales4,2005.0,Switches/Sensors,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11
10292,Akiba's Trip: Undead & Undressed,TMSales6,2013.0,Directional Control Valves,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11
10293,Backyard NFL Football '10,TMSales5,2009.0,Air Cylinders,Kriston,0.1,0.0,0.0,0.01,0.11
10294,The Godfather: Mob Wars,TMSales17,2006.0,Directional Control Valves,Amir,0.09,0.01,0.0,0.01,0.11
10295,Lady Sia,TMSales9,2001.0,Electric Actuators,TDK Mediactive,0.08,0.03,0.0,0.0,0.11
10296,Rock Band: Metal Track Pack,TMSales7,2009.0,Vacuum Equipment,MTV Games,0.05,0.04,0.0,0.01,0.11
10297,Rocky Balboa,TMSales17,2007.0,Air Cylinders,Andrias,0.01,0.09,0.0,0.01,0.11
10298,The Lord of the Rings: Conquest,TMSales4,2009.0,Directional Control Valves,Amir,0.09,0.01,0.0,0.01,0.11
10299,PriPara Mezase! Idol Grand Prix No.1!,TMSales10,2015.0,Vacuum Equipment,Takara Tomy,0.0,0.0,0.11,0.0,0.11
10300,National Geographic Challenge!,TMSales1,2011.0,Vacuum Equipment,Black Bean Games,0.08,0.02,0.0,0.01,0.11
10301,Robotech: Invasion,TMSales7,2004.0,Rotary Actuators,Global Star,0.05,0.04,0.0,0.01,0.11
10302,Hole in the Wall: Deluxe Edition,TMSales5,2011.0,Vacuum Equipment,Andrias,0.1,0.0,0.0,0.01,0.11
10303,Dr. Seuss' The Cat in the Hat,TMSales14,2003.0,Vacuum Equipment,Vivendi Games,0.08,0.02,0.0,0.0,0.11
10304,Rogue Warrior,TMSales5,2009.0,Rotary Actuators,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11
10305,Irozuki Tingle no Koi no Balloon Trip,TMSales4,2009.0,Lubrication,Bayu,0.0,0.0,0.11,0.0,0.11
10306,Master of the Monster Lair,TMSales4,2007.0,Fittings/Tubing,Rising Star Games,0.1,0.0,0.0,0.01,0.11
10307,Hellboy: The Science of Evil,TMSales5,2008.0,Directional Control Valves,Rizal,0.1,0.0,0.0,0.01,0.11
10308,Murdered: Soul Suspect,TMSales5,2014.0,Directional Control Valves,Square Enix,0.06,0.04,0.0,0.01,0.11
10309,X-Men: Destiny,TMSales1,2011.0,Directional Control Valves,Febby,0.08,0.02,0.0,0.01,0.11
10310,Starsky & Hutch,TMSales19,2003.0,Switches/Sensors,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11
10311,Final Fantasy I & II,TMSales2,1994.0,Fittings/Tubing,Square,0.0,0.0,0.11,0.0,0.11
10312,Rugby 15,TMSales11,2015.0,Air Cylinders,Bigben Interactive,0.03,0.06,0.0,0.02,0.11
10313,Langrisser IV,TMSales25,1997.0,Accessories,NCS,0.0,0.0,0.11,0.0,0.11
10314,FoxKids.com Micro Maniacs Racing,TMSales13,2000.0,Switches/Sensors,Codemasters,0.06,0.04,0.0,0.01,0.11
10315,Cats & Dogs: The Revenge of Kitty Galore,TMSales4,2010.0,Directional Control Valves,505 Games,0.1,0.0,0.0,0.01,0.11
10316,Hexen: Beyond Heretic,TMSales13,1997.0,Rotary Actuators,GT Interactive,0.06,0.04,0.0,0.01,0.11
10317,Arcade Party Pak,TMSales13,1999.0,Vacuum Equipment,Midway Games,0.06,0.04,0.0,0.01,0.11
10318,Kotoba no Puzzle: Mojipittan Daijiten,TMSales17,2004.0,Air Preparation,Yaqub,0.0,0.0,0.11,0.0,0.11
10319,Yamaha Supercross,TMSales4,2009.0,Switches/Sensors,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.11
10320,Picross 3D 2,TMSales10,2015.0,Air Preparation,Bayu,0.0,0.0,0.11,0.0,0.11
10321,Hitman Trilogy,TMSales7,2007.0,Directional Control Valves,Eidos Interactive,0.05,0.04,0.0,0.01,0.11
10322,Dragon Quest & Final Fantasy in Itadaki Street Portable,TMSales17,2006.0,Vacuum Equipment,Square Enix,0.0,0.0,0.11,0.0,0.11
10323,Tetris Evolution,TMSales5,2007.0,Air Preparation,Yogi,0.08,0.02,0.0,0.01,0.11
10324,Patapon 2,TMSales17,2008.0,Vacuum Equipment,Ferdi,0.0,0.03,0.06,0.01,0.11
10325,Cabela's Adventure Camp,TMSales6,2011.0,Vacuum Equipment,Febby,0.06,0.03,0.0,0.02,0.11
10326,Attack of the Movies 3D,TMSales1,2010.0,Rotary Actuators,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11
10327,Railroad Tycoon II,TMSales13,1999.0,Accessories,PopTop Software,0.06,0.04,0.0,0.01,0.11
10328,Angry Birds Star Wars,TMSales20,2013.0,Accessories,Febby,0.06,0.04,0.0,0.01,0.11
10329,Hysteria Hospital: Emergency Ward,TMSales4,2009.0,Directional Control Valves,Oxygen Interactive,0.1,0.0,0.0,0.01,0.11
10330,The Cheetah Girls: Pop Star Sensations,TMSales4,2007.0,Vacuum Equipment,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11
10331,Transformer: Rise of the Dark Spark,TMSales18,2014.0,Directional Control Valves,Febby,0.06,0.03,0.0,0.01,0.11
10332,Kirarin * Revolution: Kira Kira Idol Audition,TMSales4,2006.0,Flow Control,Rizal,0.0,0.0,0.11,0.0,0.11
10333,Ranma 1/2: Akanekodan Teki Hihou,TMSales8,1993.0,Fittings/Tubing,TOHO,0.0,0.0,0.11,0.0,0.11
10334,The BIGS,TMSales17,2007.0,Air Cylinders,Faisal,0.1,0.0,0.0,0.01,0.11
10335,Blades of Time,TMSales5,2012.0,Directional Control Valves,Rizal,0.07,0.03,0.0,0.01,0.11
10336,My Boyfriend,TMSales4,2008.0,Flow Control,DTP Entertainment,0.1,0.0,0.0,0.01,0.11
10337,Scribblenauts Unmasked: A DC Comics Adventure,TMSales20,2013.0,Air Preparation,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10338,Victory Zone,TMSales13,1995.0,Vacuum Equipment,Ferdi,0.0,0.0,0.1,0.01,0.11
10339,Rengoku: The Tower of Purgatory,TMSales17,2005.0,Directional Control Valves,Rizal,0.1,0.0,0.0,0.01,0.11
10340,Goal Storm '97,TMSales13,1996.0,Air Cylinders,Rizal,0.01,0.0,0.09,0.01,0.11
10341,Paws & Claws: Pet Resort,TMSales1,2009.0,Flow Control,Yogi,0.1,0.0,0.0,0.01,0.11
10342,Dynasty Warriors Advance,TMSales9,2005.0,Directional Control Valves,Bayu,0.08,0.03,0.0,0.0,0.11
10343,Pachi-Slot Aruze Oukoku 3,TMSales13,2000.0,Vacuum Equipment,Aruze Corp,0.0,0.0,0.1,0.01,0.11
10344,Science Papa,TMSales4,2009.0,Vacuum Equipment,Febby,0.09,0.01,0.0,0.01,0.11
10345,Tournament Pool,TMSales1,2009.0,Air Cylinders,Destineer,0.1,0.0,0.0,0.01,0.11
10346,Cabela's North American Adventures,TMSales5,2010.0,Air Cylinders,Febby,0.1,0.0,0.0,0.01,0.11
10347,Aqua Aqua,TMSales7,2000.0,Air Preparation,3DO,0.05,0.04,0.0,0.01,0.11
10348,Viewtiful Joe: Double Trouble!,TMSales4,2005.0,Directional Control Valves,Capcom,0.08,0.0,0.01,0.01,0.11
10349,Tom Clancy's Splinter Cell: Conviction,TMSales15,2010.0,Directional Control Valves,Andrias,0.0,0.08,0.0,0.02,0.11
10350,Mega Man Zero 4,TMSales9,2005.0,Electric Actuators,Capcom,0.08,0.03,0.0,0.0,0.11
10351,Black Bass with Blue Marlin,TMSales13,1999.0,Air Cylinders,Starfish,0.06,0.04,0.0,0.01,0.11
10352,Mega Man Battle Network 5: Double Team DS (JP sales),TMSales4,2005.0,Fittings/Tubing,Bayu,0.0,0.0,0.11,0.0,0.11
10353,Utawarerumono: Chiriyukusha e no Komoriuta,TMSales7,2006.0,Lubrication,Aqua Plus,0.0,0.0,0.11,0.0,0.11
10354,Hyper Formation Soccer,TMSales13,1995.0,Air Cylinders,Human Entertainment,0.0,0.0,0.1,0.01,0.11
10355,Tiger Woods PGA Tour 06,TMSales19,2005.0,Air Cylinders,Amir,0.08,0.02,0.0,0.0,0.11
10356,Jupiter Strike,TMSales13,1994.0,Rotary Actuators,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10357,Sudokuro,TMSales4,2007.0,Air Preparation,Crave Entertainment,0.1,0.0,0.0,0.01,0.11
10358,BlazBlue: Continuum Shift II,TMSales10,2011.0,FRL,PQube,0.05,0.01,0.04,0.01,0.11
10359,Saigo no Yakusoku no Monogatari,TMSales17,2011.0,Fittings/Tubing,Unknown,0.0,0.0,0.11,0.0,0.11
10360,The Book of Unwritten Tales,TMSales15,2009.0,Lubrication,HMH Interactive,0.0,0.08,0.0,0.02,0.11
10361,Metal Gear Solid Integral,TMSales13,1999.0,Lubrication,Rizal,0.0,0.0,0.1,0.01,0.11
10362,Naruto Shippuden 3D: The New Era,TMSales10,2011.0,Directional Control Valves,505 Games,0.0,0.04,0.06,0.01,0.11
10363,FIFA World Cup Germany 2006,TMSales17,2006.0,Air Cylinders,Amir,0.1,0.0,0.0,0.01,0.11
10364,Disney's Chicken Little: Ace In Action,TMSales1,,Rotary Actuators,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11
10365,Lego Star Wars: The Force Awakens,TMSales5,2016.0,Directional Control Valves,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.11
10366,Reign of Fire,TMSales19,2002.0,Rotary Actuators,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11
10367,Rock Band Track Pack: Classic Rock,TMSales6,2009.0,Vacuum Equipment,MTV Games,0.1,0.0,0.0,0.01,0.11
10368,Rock Revolution,TMSales4,2008.0,Vacuum Equipment,Rizal,0.1,0.0,0.0,0.01,0.11
10369,Big League Sports: Summer,TMSales4,2009.0,Air Cylinders,Febby,0.1,0.0,0.0,0.01,0.11
10370,Tom Clancy's HAWX 2,TMSales1,2010.0,Directional Control Valves,Andrias,0.07,0.03,0.0,0.01,0.11
10371,Sakura Wars,TMSales22,2000.0,Lubrication,Amin,0.0,0.0,0.11,0.0,0.11
10372,Jampack Volume 14 (RP-T),TMSales7,2006.0,Vacuum Equipment,Ferdi,0.05,0.04,0.0,0.01,0.11
10373,Pro Yakyuu Team o Tsukurou! 2,TMSales4,2009.0,Air Cylinders,Amin,0.0,0.0,0.11,0.0,0.11
10374,Mace Griffin: Bounty Hunter,TMSales14,2003.0,Rotary Actuators,Amir,0.08,0.02,0.0,0.0,0.11
10375,Martian Gothic: Unification,TMSales13,2001.0,Lubrication,Faisal,0.06,0.04,0.0,0.01,0.11
10376,Woody Woodpecker Racing,TMSales13,1999.0,Switches/Sensors,Rizal,0.06,0.04,0.0,0.01,0.11
10377,Final Fantasy XII International Zodiac Job System,TMSales7,2007.0,Fittings/Tubing,Square Enix,0.0,0.0,0.11,0.0,0.11
10378,Barbie in The 12 Dancing Princesses,TMSales4,2007.0,Lubrication,Febby,0.09,0.01,0.0,0.01,0.11
10379,Fight Club,TMSales14,2004.0,FRL,Vivendi Games,0.08,0.02,0.0,0.0,0.11
10380,Carnage Heart,TMSales13,1995.0,Accessories,Ferdi,0.01,0.01,0.09,0.01,0.11
10381,"Grand Theft Auto: Mission Pack #1, London 1969",TMSales13,1998.0,Lubrication,Faisal,0.06,0.04,0.0,0.01,0.11
